972,"Airlink",\N,"","JAR","AIRLINK","Austria","N"
973,"Ambjek Air Services",\N,"","JEE","AMBJEK AIR","Nigeria","N"
974,"Avfinity",\N,"","UTX","","United States","N"
975,"Alexandair",\N,"","JMR","ALEXANDAIR","Canada","N"
976,"Air Jamaica Express",\N,"","JMX","JAMAICA EXPRESS","Jamaica","N"
977,"Air Swift Aviation",\N,"","JOA","","Australia","N"
978,"Aerojobeni",\N,"","JOB","JOBENI","Mexico","N"
979,"Atyrau Air Ways",\N,"IP","JOL","EDIL","Kazakhstan","N"
980,"Aerosmith Aviation",\N,"","JPR","JASPER","United States","N"
981,"Arrendamiento de Aviones Jets",\N,"","JTS","AVIONESJETS","Mexico","N"
982,"Aero Juarez",\N,"","JUA","JUAREZ","Mexico","N"
983,"Air Canada Jazz",\N,"QK","JZA","JAZZ","Canada","Y"
984,"Asia Aero Survey and Consulting Engineers",\N,"","KAA","AASCO","Republic of Korea","N"
985,"Air Kirovograd",\N,"","KAD","AIR KIROVOGRAD","Ukraine","N"
986,"Air Mach",\N,"","KAM","ICO-AIR","Italy","N"
987,"Air Kufra",\N,"","KAV","AIRKUFRA","Libya","N"
988,"Arkhabay",\N,"","KEK","ARKHABAY","Kazakhstan","N"
989,"Aero Charter Krifka",\N,"","KFK","KRIFKA AIR","Austria","N"
990,"Air Kraft Mir",\N,"","KFT","AIR KRAFT MIR","Uzbekistan","N"
991,"Air Concorde",\N,"","KGD","CONCORDE AIR","Bulgaria","N"
992,"Alexandria Airlines",\N,"","KHH","","Egypt","N"
993,"Afit",\N,"","KIE","TWEETY","Germany","N"
994,"Air South",\N,"","KKB","KHAKI BLUE","United States","N"
995,"Atlasjet",\N,"KK","KKK","ATLASJET","Turkey","Y"
996,"Air Mali International",\N,"","KLB","TRANS MALI","Mali","N"
997,"Aerokaluz",\N,"","KLZ","AEROKALUZ","Mexico","N"
998,"Air Koryo",\N,"JS","KOR","AIR KORYO","Democratic People's Republic of Korea","Y"
999,"Araiavia",\N,"","KOY","ALEKS","Kazakhstan","N"
1000,"AeroSucre",\N,"","KRE","AEROSUCRE","Colombia","N"
1001,"Air Kokshetau",\N,"","KRT","KOKTA","Kazakhstan","N"
1002,"Air Kissari",\N,"","KSI","KISSARI","Angola","N"
1003,"Aeronavigaciya",\N,"","KTN","AERONAVIGACIYA","Ukraine","N"
1004,"Alliance Avia",\N,"","KVR","KAVAIR","Kazakhstan","N"
1005,"Av Atlantic",\N,"","KYC","DOLPHIN","United States","N"
1006,"Air Astana",\N,"KC","KZR","ASTANALINE","Kazakhstan","Y"
1007,"Aerovias De Lagos",\N,"","LAG","AEROLAGOS","Mexico","N"
1008,"Albanian Airlines",\N,"LV","LBC","ALBANIAN","Albania","Y"
1009,"Albisa",\N,"","LBI","ALBISA","Mexico","N"
1010,"Albatros Airways",\N,"","LBW","ALBANWAYS","Albania","N"
1011,"Aerolineas Aereas Ejecutivas De Durango",\N,"","LDG","DURANGO","Mexico","N"
1012,"Aerologic",\N,"","LDL","","Russia","N"
1013,"Al-Donas Airlines",\N,"","LDN","ALDONAS AIR","Nigeria","N"
1014,"Aero Lider",\N,"","LDR","AEROLIDER","Mexico","N"
1015,"Aleem",\N,"","LEM","","Egypt","N"
1016,"Aerolineas Ejecutivas",\N,"","LET","MEXEJECUTIV","Mexico","N"
1017,"Air Alfa",\N,"","LFA","","Turkey","Y"
1018,"Aero Control Air",\N,"","LFC","LIFE FLIGHT CANADA","Canada","N"
1019,"Aerolaguna",\N,"","LGN","AEROLAGUNA","Mexico","N"
1020,"Al Ahram Aviation",\N,"","LHR","AL AHRAM","Egypt","N"
1021,"Alidaunia",\N,"D4","LID","ALIDA","Italy","N"
1022,"Al-Dawood Air",\N,"","LIE","AL-DAWOOD AIR","Nigeria","N"
1023,"American Aviation",\N,"","LKP","LAKE POWELL","United States","N"
1024,"Airlink Solutions",\N,"","LKS","AIRLIN","Spain","N"
1025,"Air Solutions",\N,"","LKY","LUCKY","United States","N"
1026,"Alliance Air",\N,"CD","LLR","ALLIED","India","N"
1027,"Aerolima",\N,"","LMA","AEROLIMA","Mexico","N"
1028,"Alamia Air",\N,"","LML","ALAMIA AIR","Libya","N"
1029,"Air Plus Argentina",\N,"","LMP","AIR FLIGHT","Argentina","N"
1030,"Almaty Aviation",\N,"","LMT","ALMATY","Kazakhstan","N"
1031,"Aerolineas Mexicanas J S",\N,"","LMX","LINEAS MEXICANAS","Mexico","N"
1032,"Air Almaty",\N,"","LMY","AGLEB","Kazakhstan","N"
1033,"Air Almaty ZK",\N,"","LMZ","ALUNK","Kazakhstan","N"
1034,"Aerolane",\N,"XL","LNE","LAN ECUADOR","Ecuador","Y"
1035,"Airlink",\N,"","LNK","LINK","South Africa","N"
1036,"Aerolineas Internacionales",\N,"","LNT","LINEAINT","Mexico","N"
1037,"Alok Air",\N,"","LOK","ALOK AIR","Sudan","N"
1038,"Air Saint Louis",\N,"","LOU","AIR SAINTLOUIS","Senegal","N"
1039,"Alpine Aviation",\N,"","LPC","NETSTAR","South Africa","N"
1040,"Air Alps Aviation",\N,"A6","LPV","ALPAV","Austria","N"
1041,"Alrosa-Avia",\N,"","LRO","ALROSA","Russia","N"
1042,"Al Rida Airways",\N,"","LRW","AL RIDA","Mauritania","N"
1043,"Aurela",\N,"","LSK","AURELA","Lithuania","N"
1044,"Aerobusinessservice",\N,"","LSM","","Russia","N"
1045,"Alsair",\N,"","LSR","ALSAIR","France","N"
1046,"Aerotaxis Latinoamericanos",\N,"","LTI","LATINO","Mexico","N"
1047,"Alninati Aeronautics",\N,"","LUC","STEF","Switzerland","N"
1048,"Atlantis European Airways",\N,"TD","LUR","","Armenia","Y"
1049,"Aliven",\N,"","LVN","ALIVEN","Italy","N"
1050,"Aviavilsa",\N,"","LVR","AVIAVILSA","Lithuania","N"
1051,"Air Luxor GB",\N,"L8","LXG","LUXOR GOLF","Guinea-Bissau","N"
1052,"Air Luxor",\N,"LK","LXR","AIRLUXOR","Portugal","Y"
1053,"Apatas Air",\N,"","LYT","APATAS","Lithuania","N"
1054,"Air Ban",\N,"","LZP","DOC AIR","Bulgaria","N"
1055,"Air Lazur",\N,"","LZR","LAZUR BEE-GEE","Bulgaria","N"
1056,"Aerodromo De La Mancha",\N,"","MAM","AEROMAN","Spain","N"
1057,"Air Mauritius",\N,"MK","MAU","AIRMAURITIUS","Mauritius","Y"
1058,"Avag Air",\N,"","MBA","AVAG AIR","Austria","N"
1059,"Air Manas",\N,"","MBB","AIR MANAS","Kyrgyzstan","N"
1060,"Airjet Exploracao Aerea De Carga",\N,"","MBC","MABECO","Angola","N"
1061,"Aeriantur-M",\N,"","MBV","AEREM","Moldova","N"
1062,"Air Mercia",\N,"","MCB","WESTMID","United Kingdom","N"
1063,"Air Medical",\N,"","MCD","AIR MED","United Kingdom","N"
1064,"Aerolineas Marcos",\N,"","MCO","MARCOS","Mexico","N"
1065,"Atlantic Aero and Mid-Atlantic Freight",\N,"","MDC","NIGHT SHIP","United States","N"
1066,"Air Madagascar",\N,"MD","MDG","AIR MADAGASCAR","Madagascar","Y"
1067,"Aerosud Charter",\N,"","MDX","MEDAIR","South Africa","N"
1068,"Air Meridan",\N,"","MEF","EMPENNAGE","Nigeria","N"
1069,"Aero McFly",\N,"","MFL","MCFLY","Mexico","N"
1070,"Asia Pacific Airlines",\N,"","MGE","MAGELLAN","United States","N"
1071,"Aeromagar",\N,"","MGS","AEROMAGAR","Mexico","N"
1072,"Aero Premier De Mexico",\N,"","MIE","AEROPREMIER","Mexico","N"
1073,"Air Moldova",\N,"9U","MLD","AIR MOLDOVA","Moldova","Y"
1074,"Amal Airlines",\N,"","MLF","AMAL","Djibouti","N"
1075,"Air Mali",\N,"","MLI","AIR MALI","Mali","N"
1076,"Air Madeleine",\N,"","MLN","AIR MADELEINE","Canada","N"
1077,"Aermarche",\N,"","MMC","AERMARCHE","Italy","N"
1078,"Air Alsie",\N,"","MMD","MERMAID","Denmark","N"
1079,"Aviation Company Meridian",\N,"","MMM","AVIAMERIDIAN","Russia","N"
1080,"AMP Incorporated",\N,"","MMP","AMP-INC","United States","N"
1081,"Airmax",\N,"","MMX","PERUMAX","Peru","N"
1082,"Aerolineas Amanecer",\N,"","MNE","AEROAMANECER","Mexico","N"
1083,"Aero Mongolia",\N,"M0","MNG","AERO MONGOLIA","Mongolia","N"
1084,"Air Monarch Cargo",\N,"","MOC","MONARCH CARGO","Mexico","N"
1085,"Aeropublicitaria De Angola",\N,"","MOP","PUBLICITARIA","Angola","N"
1086,"Aerolineas De Morelia",\N,"","MOR","AEROMORELIA","Mexico","N"
1087,"Air Plus Comet",\N,"A7","MPD","RED COMET","Spain","Y"
1088,"Aeromexpress",\N,"QO","MPX","AEROMEXPRESS","Mexico","N"
1089,"Air ITM",\N,"","MQT","MUSKETEER","France","N"
1090,"Aeromorelos",\N,"","MRL","AEROMORELOS","Mexico","N"
1091,"Aerocharter",\N,"","MRM","MARITIME","Canada","N"
1092,"Abas",\N,"","MRP","ABAS","Czech Republic","N"
1093,"Air Mauritanie",\N,"MR","MRT","MIKE ROMEO","Mauritania","N"
1094,"Air Cairo",\N,"","MSC","","Egypt","N"
1095,"Air Sport",\N,"","MSK","AIR SPORT","Bulgaria","N"
1096,"Aeromas",\N,"","MSM","AEROMAS EXPRESS","Uruguay","N"
1097,"Aerol",\N,"","MSO","MESO AMERICANAS","Mexico","N"
1098,"Aero-Kamov",\N,"","MSV","AERAFKAM","Russia","N"
1099,"Aerotaxis Metropolitanos",\N,"","MTB","AEROMETROPOLIS","Mexico","N"
1100,"Aeromet Linea Aerea",\N,"","MTE","AEROMET","Chile","N"
1101,"Air Metack",\N,"","MTK","AIRMETACK","Angola","N"
1102,"Air Montegomery",\N,"","MTY","MONTY","United Kingdom","N"
1103,"Aerotaxi Mexicano",\N,"","MXO","MAXAERO","Mexico","N"
1104,"Aero Yaqui Mayo",\N,"","MYS","AERO YAQUI","Mexico","N"
1105,"AVC Airlines",\N,"","MZK","","Japan","N"
1106,"Aerovias Montes Azules",\N,"","MZL","MONTES AZULES","Mexico","N"
1107,"Aeroland Airways",\N,"3S","","","Greece","N"
1109,"Astair",\N,"8D","","","Russian Federation","Y"
1110,"Albarka Air",\N,"F4","NBK","AL-AIR","Nigeria","N"
1111,"ACA-Ancargo Air Sociedade de Transporte de Carga Lda",\N,"","NCL","ANCARGO AIR","Angola","N"
1112,"Aero Servicios de Nuevo Laredo",\N,"","NEL","AEROLAREDO","Mexico","N"
1113,"Angoavia",\N,"","NGV","ANGOAVIA","Angola","N"
1114,"Aeroni",\N,"","NID","AERONI","Mexico","N"
1115,"Aeroejecutiva Nieto",\N,"","NIE","AERONIETO","Mexico","N"
1116,"Aero Contractors",\N,"AJ","NIG","AEROLINE","Nigeria","Y"
1117,"Aerokuzbass",\N,"","NKZ","NOVOKUZNETSK","Russia","N"
1118,"Atlantic Airlines",\N,"","NPT","NEPTUNE","United Kingdom","N"
1119,"Atlantic Richfield Company",\N,"","NRS","NORTH SLOPE","United States","N"
1120,"Aerolineas Sosa",\N,"","NSO","SOSA","Honduras","N"
1121,"Aero Norte",\N,"","NTD","","Mexico","N"
1122,"Air Inter Ivoire",\N,"","NTV","INTER-IVOIRE","Ivory Coast","N"
1123,"Aeroservicios De Nuevo Leon",\N,"","NUL","SERVICIOS NUEVOLEON","Mexico","N"
1124,"Avial NV Aviation Company",\N,"","NVI","NEW AVIAL","Russia","N"
1125,"Airwing",\N,"","NWG","NORWING","Norway","N"
1126,"Air Next",\N,"","NXA","BLUE-DOLPHIN","Japan","N"
1127,"Arkhangelsk 2 Aviation Division",\N,"","OAO","DVINA","Russia","N"
1128,"Aerogisa",\N,"","OGI","AEROGISA","Mexico","N"
1129,"Aerolineas Olve",\N,"","OLV","OLVE","Mexico","N"
1130,"Aeromega",\N,"","OMG","OMEGA","United Kingdom","N"
1131,"Air One Nine",\N,"","ONR","EDER","Libya","N"
1132,"Air Ontario",\N,"","ONT","ONTARIO","Canada","N"
1133,"Aerocorp",\N,"","ORP","CORPSA","Mexico","N"
1134,"Action Air",\N,"","ORS","AVIATION SERVICE","Italy","N"
1135,"Aerosan",\N,"","OSN","AEROSAN","Mexico","N"
1136,"Aviapartner Limited Company",\N,"","OSO","","Russia","N"
1137,"Aliparma",\N,"","PAJ","ALIPARMA","Italy","N"
1138,"Air Parabet",\N,"","PBT","PARABET","Bangladesh","N"
1139,"Air Burundi",\N,"8Y","PBU","AIR-BURUNDI","Burundi","N"
1140,"Aeropostal Cargo de Mexico",\N,"","PCG","POSTAL CARGO","Mexico","N"
1141,"Air Pack Express",\N,"","PCK","AIRPACK EXPRESS","Spain","N"
1142,"Air Palace",\N,"","PCS","AIR PALACE","Mexico","N"
1143,"Aeropelican Air Services",\N,"OT","PEL","PELICAN","Australia","Y"
1144,"Aerolineas Chihuahua",\N,"","PFI","PACIFICO CHIHUAHUA","Mexico","N"
1145,"Air Cargo Express International",\N,"","PFT","PROFREIGHT","United States","N"
1146,"Al Farana Airline",\N,"","PHR","PHARAOH","Egypt","N"
1147,"Ave.com",\N,"","PHW","PHOENIX SHARJAH","United Arab Emirates","N"
1148,"Air South West",\N,"","PIE","PIRATE","United Kingdom","N"
1149,"Aeroservicios California Pacifico",\N,"","PIF","AEROCALPA","Mexico","N"
1150,"AST Pakistan Airways",\N,"","PKA","PAKISTAN AIRWAY","Pakistan","N"
1151,"Aero Personal",\N,"","PNL","AEROPERSONAL","Mexico","N"
1152,"Aero Servicios Platinum",\N,"","PNU","AERO PLATINUM","Mexico","N"
1153,"Apoyo Aereo",\N,"","POY","APOYO AEREO","Mexico","N"
1154,"Aerotransportes Privados",\N,"","PRI","AEROPRIV","Mexico","N"
1155,"Atlantic Coast Jet",\N,"","PRT","PATRIOT","United States","N"
1156,"Air Paradise International",\N,"AD","PRZ","RADISAIR","Indonesia","N"
1157,"Aeroservicio Sipse",\N,"","PSE","SIPSE","Mexico","N"
1158,"Aeroservicios Corporativos De San Luis",\N,"","PSL","CORSAN","Mexico","N"
1159,"Aerotransportes Privados",\N,"","PVA","TRANSPRIVADO","Mexico","N"
1160,"Aereo Taxi Paraza",\N,"","PZA","AEREO PARAZA","Mexico","N"
1161,"Air Class Lineas Aereas",\N,"QD","QCL","ACLA","Uruguay","N"
1162,"Aviation Consultancy Office",\N,"","QEA","","Australia","N"
1163,"Aero Taxi",\N,"","QAT","AIR QUASAR","Canada","N"
1164,"Aero Taxi Aviation",\N,"","QKC","QUAKER CITY","United States","N"
1165,"Aviation Quebec Labrador",\N,"","QLA","QUEBEC LABRADOR","Canada","N"
1166,"African Safari Airways",\N,"QS","QSC","ZEBRA","Kenya","N"
1167,"Aero Quimmco",\N,"","QUI","QUIMMCO","Mexico","N"
1168,"Alada",\N,"","RAD","AIR ALADA","Angola","N"
1169,"Aerotur-Air",\N,"","RAI","DIASA","Kazakhstan","N"
1170,"Air Center Helicopters",\N,"","RAP","RAPTOR","United States","N"
1171,"Aur Rum Benin",\N,"","RBE","RUM BENIN","Benin","N"
1172,"Aeroserivios Del Bajio",\N,"","RBJ","AEROBAJIO","Mexico","N"
1173,"Airbus France",\N,"4Y","RBU","AIRBUS FRANCE","France","N"
1174,"Air Roberval",\N,"","RBV","AIR ROBERVAL","Canada","N"
1175,"Arubaexel",\N,"","RBX","ARUBA","Aruba","N"
1176,"Air Charters Eelde",\N,"","RCC","RACER","Netherlands","N"
1177,"Aerocer",\N,"","RCE","AEROCER","Mexico","N"
1178,"Aeroflot-Cargo",\N,"","RCF","AEROFLOT-CARGO","Russia","N"
1179,"Air Mobility Command",\N,"MC","RCH","REACH","United States","N"
1180,"Air Cassai",\N,"","RCI","AIR CASSAI","Angola","N"
1181,"Aero Renta De Coahuila",\N,"","RCO","AEROCOAHUILA","Mexico","N"
1182,"Aerocorp",\N,"","RCP","AEROCORPSA","Mexico","N"
1183,"Aerolineas Regionales",\N,"","RCQ","REGIONAL CARGO","Mexico","N"
1184,"Atlantic S.L.",\N,"","RCU","AIR COURIER","Spain","N"
1185,"Air Service Center",\N,"","RCX","SERVICE CENTER","Italy","N"
1186,"Adygeya Airlines",\N,"","RDD","ADLINES","Russia","N"
1187,"Air Ada",\N,"","RDM","AIR ADA","Mauritania","N"
1188,"Aer Arann",\N,"RE","REA","AER ARANN","Ireland","Y"
1189,"Aero-Rent",\N,"","REN","AERORENT","Mexico","N"
1190,"Australian Maritime Safety Authority",\N,"","RES","RESCUE","Australia","N"
1191,"Air Austral",\N,"UU","REU","REUNION","France","Y"
1192,"Aero-Rey",\N,"","REY","AEROREY","Mexico","N"
1193,"Aero Africa",\N,"","RFC","AERO AFRICA","Swaziland","N"
1194,"Aerotransportes Rafilher",\N,"","RFD","RAFHILER","Mexico","N"
1195,"Argo",\N,"","RGO","ARGOS","Dominican Republic","N"
1196,"Airbourne School of Flying",\N,"","RGT","AIRGOAT","United Kingdom","N"
1197,"Air Archipels",\N,"","RHL","ARCHIPELS","France","N"
1198,"Aviation Ministry of the Interior of the Russian Federation",\N,"","RIF","INTERMIN AVIA","Russian Federation","N"
1199,"Aeris Gestion",\N,"","RIS","AERIS","Spain","N"
1200,"Asian Spirit",\N,"6K","RIT","ASIAN SPIRIT","Philippines","Y"
1201,"Aeroservicios Jet",\N,"","RJS","ASERJET","Mexico","N"
1202,"Air Afrique",\N,"RK","RKA","AIRAFRIC","Ivory Coast","Y"
1203,"Airlinair",\N,"A5","RLA","AIRLINAIR","France","Y"
1204,"Air Nelson",\N,"","RLK","","New Zealand","N"
1205,"Air Leone",\N,"","RLL","AEROLEONE","Sierra Leone","N"
1206,"Aero Lanka",\N,"QL","RLN","AERO LANKA","Sri Lanka","Y"
1207,"Air Alize",\N,"","RLZ","ALIZE","France","N"
1208,"Air Amder",\N,"","RMD","AIR AMDER","Mauritania","N"
1209,"Armenian Airlines",\N,"","RME","ARMENIAN","Armenia","N"
1210,"Armenian International Airways",\N,"MV","RML","","Armenia","N"
1211,"Arm-Aero",\N,"","RMO","ARM-AERO","Armenia","N"
1212,"Air Max",\N,"","RMX","AEROMAX","Bulgaria","N"
1213,"Air Salone",\N,"20","RNE","AIR SALONE","Sierra Leone","Y"
1214,"Aeronem Air Cargo",\N,"","RNM","AEROMNEM","Ecuador","N"
1215,"Air Cargo Masters",\N,"","RNR","RUNNER","United States","N"
1216,"Armavia",\N,"U8","RNV","ARMAVIA","Armenia","Y"
1217,"Aeroeste",\N,"","ROE","ESTE-BOLIVIA","Bolivia","N"
1218,"Aero Gen",\N,"","ROH","AEROGEN","Mexico","N"
1219,"Avior Airlines",\N,"","ROI","AVIOR","Venezuela","N"
1220,"Aeroel Airways",\N,"","ROL","AEROEL","Israel","N"
1221,"Aeromar",\N,"BQ","ROM","BRAVO QUEBEC","Dominican Republic","N"
1222,"Aeroitalia",\N,"","ROO","AEROITALIA","Italy","N"
1223,"Aerodan",\N,"","ROD","AERODAN","Mexico","N"
1224,"AeroRep",\N,"P5","RPB","AEROREPUBLICA","Colombia","Y"
1225,"Aerolineas Del Pacifico",\N,"","RPC","AEROPACSA","Ecuador","N"
1226,"Aero Roca",\N,"","RRC","AEROROCA","Mexico","N"
1227,"Aerotransportes Internacionales De Torreon",\N,"","RRE","AERO TORREON","Mexico","N"
1228,"Acvila Air-Romanian Carrier",\N,"","RRM","AIR ROMANIA","Romania","N"
1229,"Aerolineas Ejecutivas Tarascas",\N,"","RSC","TARASCAS","Mexico","N"
1230,"Aero-Service",\N,"BF","RSR","CONGOSERV","Republic of the Congo","Y"
1231,"Aerosur",\N,"5L","RSU","AEROSUR","Bolivia","Y"
1232,"Aeronorte",\N,"","RTE","LUZAVIA","Portugal","Y"
1233,"Artis",\N,"","RTH","ARTHELICO","France","N"
1234,"Arhabaev Tourism Airlines",\N,"","RTO","ARTOAIR","Kazakhstan","N"
1235,"Air Turquoise",\N,"","RTQ","TURQUOISE","France","N"
1236,"Aerotucan",\N,"","RTU","AEROTUCAN","Mexico","N"
1237,"Air Anastasia",\N,"","RUD","ANASTASIA","Ukraine","N"
1238,"Air Rum",\N,"","RUM","AIR RUM","Sierra Leone","N"
1239,"ACT Havayollari",\N,"","RUN","CARGO TURK","Turkey","N"
1240,"Air VIP",\N,"","RVP","AEROVIP","Portugal","N"
1241,"Aircompany Veteran",\N,"","RVT","AIR-VET","Armenia","N"
1242,"Alliance Express Rwanda",\N,"","RWB","","Rwanda","N"
1243,"Arrow Ecuador Arrowec",\N,"","RWC","ARROWEC","Ecuador","N"
1244,"Aerogroup 98 Limited",\N,"","RWY","TYNWALD","United Kingdom","N"
1245,"Aeroxtra",\N,"","RXT","AERO-EXTRA","Mexico","N"
1246,"Express Air Charter",\N,"","RXX","REX AIR","Canada","N"
1247,"Air Whitsunday",\N,"","RWS","","Australia","N"
1248,"Aero Zambia",\N,"","RZL","AERO ZAMBIA","Zambia","N"
1249,"Aero Zano",\N,"","RZN","ZANO","Mexico","N"
1250,"Anoka Air Charter",\N,"","RZZ","RED ZONE","United States","N"
1251,"Aerosaab",\N,"","SBH","AEROSAAB","Mexico","N"
1252,"Associated Aviation",\N,"","SCD","ASSOCIATED","Nigeria","N"
1253,"American Jet International",\N,"","SCM","SCREAMER","United States","N"
1254,"Air Santo Domingo",\N,"EX","SDO","AERO DOMINGO","Dominican Republic","N"
1255,"Aero Sudpacifico",\N,"","SDP","SUDPACIFICO","Mexico","N"
1256,"Aero Servicios Ejecutivas Del Pacifico",\N,"","SEF","SERVIPACIFICO","Mexico","N"
1257,"Aero California",\N,"JR","SER","AEROCALIFORNIA","Mexico","N"
1258,"A-Safar Air Services",\N,"","SFM","AIR SAFAR","Nigeria","N"
1259,"Aerosegovia",\N,"","SGV","SEGOVIA","Nicaragua","N"
1260,"Airshare Holdings",\N,"","SHH","AIRSHARE","United Kingdom","N"
1261,"Aerosiyusa",\N,"","SIY","SIYUSA","Mexico","N"
1262,"Aero Silza",\N,"","SIZ","AEROSILZA","Mexico","N"
1263,"Air San Juan",\N,"","SJN","SAN JUAN","United States","N"
1264,"Aero-North Aviation Services",\N,"","SKP","SKIPPER","Canada","N"
1265,"Aero Sami",\N,"","SMI","SAMI","Mexico","N"
1266,"Avient Aviation",\N,"Z3","SMJ","AVAVIA","Zimbabwe","Y"
1267,"Aerolineas Sol",\N,"","SOD","ALSOL","Mexico","N"
1268,"Air Soleil",\N,"","SOE","AIR SOLEIL","Mauritania","N"
1269,"Aero Soga",\N,"","SOG","AEROSOGA","Guinea-Bissau","N"
1270,"Airspeed Aviation",\N,"","SPD","SPEEDLINE","Canada","N"
1271,"Air Service",\N,"M3","SPJ","AIR SKOPJE","Macedonia","N"
1272,"Aeroservicios Ejecutivos Del Pacifico",\N,"","SPO","EJECTUIV PACIFICO","Mexico","N"
1273,"Asian Aerospace Service",\N,"","SPY","THAI SPACE","Thailand","N"
1274,"Airworld",\N,"","SPZ","SPEED SERVICE","South Africa","N"
1275,"Alsaqer Aviation",\N,"","SQR","ALSAQER AVIATION","Libya","N"
1276,"Air Safaris and Services",\N,"","SRI","AIRSAFARI","New Zealand","N"
1277,"Aero Servicio Corporativo",\N,"","SRV","SERVICORP","Mexico","N"
1278,"Air Sultan",\N,"","SSL","SIERRA SULTAN","Sierra Leone","N"
1279,"Aero 1 Pro-Jet",\N,"","SSM","RAPID","Canada","N"
1280,"Airquarius Air Charter",\N,"","SSN","SUNSTREAM","South Africa","N"
1281,"Aeropac",\N,"","STK","SAT PAK","United States","N"
1282,"Air St. Thomas",\N,"","STT","PARADISE","United States","N"
1283,"Aerolineas Del Sureste",\N,"","SUE","AEROSURESTE","Mexico","N"
1284,"Aerial Surveys (1980) Limited",\N,"","SUY","SURVEY","New Zealand","N"
1285,"Air Slovakia",\N,"GM","SVK","SLOVAKIA","Slovakia","N"
1286,"Adler Aviation",\N,"","SWH","SHOCKWAVE","Canada","N"
1287,"Aircompany Yakutia",\N,"R3","SYL","AIR YAKUTIA","Russia","Y"
1288,"Aerosud Aviation",\N,"","SYT","SKYTRACK","South Africa","N"
1289,"Aeroservicios de La Costa",\N,"","TAA","AERO COSTA","Mexico","N"
1290,"Aeromar",\N,"VW","TAO","TRANS-AEROMAR","Mexico","Y"
1291,"Aerotrebol",\N,"","TBL","AEROTREBOL","Mexico","N"
1292,"Aero Taxi de Los Cabos",\N,"","TBO","AERO CABOS","Mexico","N"
1293,"Air Turks and Caicos",\N,"JY","TCI","KERRMONT","Turks and Caicos Islands","N"
1294,"Aerotranscolombina de Carga",\N,"","TCO","TRANSCOLOMBIA","Colombia","N"
1295,"Air Cargo Express",\N,"","TDG","TURBO DOG","United States","N"
1296,"Atlas Helicopters",\N,"","TDT","TRIDENT","United Kingdom","N"
1297,"Air Today",\N,"","TDY","AIR TODAY","United States","N"
1298,"Aero Servicios Azteca",\N,"","TED","AEROAZTECA","Mexico","N"
1299,"Arkefly",\N,"OR","TFL","ARKEFLY","Netherlands","Y"
1300,"Antair",\N,"","TIR","ANTAIR","Mexico","N"
1301,"Atlantique Air Assistance",\N,"","TLB","TRIPLE-A","France","N"
1302,"Aero Taxi Autlan",\N,"","TLD","AEREO AUTLAN","Mexico","N"
1303,"Aero Util",\N,"","TLE","AEROUTIL","Mexico","N"
1304,"Aero Toluca Internactional",\N,"","TLU","AEROTOLUCA","Mexico","N"
1305,"Aero Taxi del Centro de Mexico",\N,"","TME","TAXICENTRO","Mexico","N"
1306,"Aerotropical",\N,"","TOC","TROPICMEX","Mexico","N"
1307,"Air Tomisko",\N,"","TOH","TOMISKO CARGO","Serbia","N"
1308,"Airlines PNG",\N,"CG","TOK","BALUS","Papua New Guinea","Y"
1309,"Aero Tanala",\N,"","TON","AEROTANALA","Mexico","N"
1310,"Aero Tropical",\N,"","TPB","AERO TROPICAL","Angola","N"
1311,"Air Cal",\N,"TY","TPC","AIRCAL","France","N"
1312,"Air Horizon",\N,"","TPK","TCHAD-HORIZON","Chad","N"
1313,"Aero Taxi del Potosi",\N,"","TPO","TAXI-POTOSI","Mexico","N"
1314,"Aeroturquesa",\N,"","TQS","AEROTURQUESA","Mexico","N"
1315,"Airmark Aviation",\N,"","TRH","TRANSTAR","United States","N"
1316,"AirTran Airways",\N,"FL","TRS","CITRUS","United States","Y"
1317,"Air Transat",\N,"TS","TSC","TRANSAT","Canada","Y"
1318,"airtransse",\N,"","TSQ","AIRTRA","Japan","N"
1319,"Aerolineas Turisticas del Caribe",\N,"","TTB","AERO TURISTICAS","Mexico","N"
1320,"Avcenter",\N,"","TTE","TETON","United States","N"
1321,"Air Tungaru",\N,"","TUN","TUNGARU","Kiribati","N"
1322,"Avialeasing Aviation Company",\N,"EC","TWN","TWINARROW","Uzbekistan","Y"
1323,"Aerotaxis del Noroeste",\N,"","TXD","TAXI OESTE","Mexico","N"
1324,"Aerotaxis Alfe",\N,"","TXF","ALFE","Mexico","N"
1325,"Aereotaxis",\N,"","TXI","AEREOTAXIS","Mexico","N"
1326,"Tyrolean Airways",\N,"VO","TYR","TYROLEAN","Austria","Y"
1327,"Aero Tomza",\N,"","TZA","AERO TOMZA","Mexico","N"
1328,"Air Zambezi",\N,"","TZT","ZAMBEZI","Zimbabwe","N"
1329,"Afra Airlines",\N,"","UAG","AFRALINE","Ghana","N"
1330,"Aerostar Airlines",\N,"","UAR","AEROSTAR","Ukraine","N"
1331,"Air Division of the Eastern Kazakhstan Region",\N,"","UCK","GALETA","Kazakhstan","N"
1332,"Aero-Charter Ukraine",\N,"DW","UCR","CHARTER UKRAINE","Ukraine","N"
1333,"Air LA",\N,"","UED","AIR L-A","United States","N"
1334,"Air Ukraine",\N,"6U","UKR","AIR UKRAINE","Ukraine","N"
1335,"Air Umbria",\N,"","UMB","AIR UMBRIA","Italy","N"
